Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
SDK Go - Fabric Txn API (**Breaking Change**),FABG-27,18438,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,emir.heidinger,troyronda,troyronda,21/Jun/17 2:10 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,29/Jun/17 5:08 AM,,,,,,,,0,,,"As a Go Developer, I want a transaction API that abstracts the details of interacting with Fabric and Fabric-CA so that my usage is easier and has less LoC to debug.

The transactional API should allow plugablity - e.g., if someone wants to replace Fabric CA with something else.

Work Items:

1-remove util packages 

2-create transaction API and config transaction API that depend on the interfaces for Fabric-Client and Fabric-CA-Client.

3-create default impl that depends on specific on fabric client and fabric-ca client (also needs to be one level up from dependencies).",,emir.heidinger,troyronda,,,,,,,,,,,,Not a security issue,FABG-464,,,,,,,,FABG-570,FABG-32,FABG-462,,,,,FABG-576,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzx3z3:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,emir.heidinger,troyronda,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,"29/Jun/17 5:08 AM;emir.heidinger;See FAB-5061 (https://jira.hyperledger.org/browse/FAB-5061) for further improvements;;;",,,,,,,,,,,
SDK Go - Join Channel Functionality,FABG-28,15583,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,divyank,divyank,06/Apr/17 3:14 AM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,07/Apr/17 4:28 AM,,,,,,,,0,,,Add the ability to join a channel from fabric sdk go,,divyank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzxp9r:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,divyank,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Move DiscoveryService and SelectionService to ChannelProvider,FABG-29,30725,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,bstasyszyn,bstasyszyn,bstasyszyn,30/May/18 3:36 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,01/Jun/18 1:55 AM,,,,,,,,0,,,Discovery service and Selection service are channel-specific and should be moved to the ChannelProvider.,,bstasyszyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzzd8n:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,bstasyszyn,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Automatic resolution of additional endorsers for private data collections,FABG-30,31688,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,bstasyszyn,bstasyszyn,bstasyszyn,06/Jul/18 6:21 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,08/Jul/18 11:27 PM,,,,,,,,0,,,"Additional logic should be added to the Endorsement Handler in the channel client to automatically select additional endorsers based on the hashed private data RWSets in the proposal response. If additional private data collections are found, then the Selection Service should recalculate the required set of endorsers and requests would be sent to those additional endorsers.
",,bstasyszyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzzhwv:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,bstasyszyn,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Dynamic Selection Service,FABG-31,22945,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sandrav,sandrav,sandrav,31/Oct/17 2:15 AM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,22/Nov/17 8:15 AM,,,,,,,,0,,,"Dynamic selection service selects peers for endorsements. It returns a set of peers that should satisfy the endorsement policies of given chaincode.
 
 Sample Usage:
 channelPeers, err := discovery.GetPeers()
 endorsers, err = selection.GetEndorsersForChaincode(channelPeers, ""myCC"")",,sandrav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzylq7:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,sandrav,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
SDK Go - Review Package Breakdown,FABG-32,18564,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,troyronda,troyronda,22/Jun/17 11:28 PM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,20/Mar/18 5:38 AM,,,,,,,,0,,,"Review packages exposed by the SDK according to the linked guidelines in FAB-4629 and [https://dave.cheney.net/2016/08/20/solid-go-design]. 

(Along with further feedback)...

 ",,troyronda,,,,,,,,,,,,,Not a security issue,FABG-27,FABG-642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzyypr:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Client: Documentation,FABG-33,29700,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sandrav,sandrav,sandrav,26/Apr/18 5:21 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,27/Apr/18 10:03 PM,,,,,,,,0,,,,,sandrav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzz7j3:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,sandrav,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
discovery:skip new peer till config refresh,FABG-34,31415,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,High,Done,,troyronda,troyronda,27/Jun/18 10:46 PM,09/Aug/18 2:45 AM,28/Oct/23 3:24 AM,09/Aug/18 2:45 AM,,,,,,,,1,,,"- peer from new org will be excluded from discovered peers
list if its tlscert is not being updated in certpool by memebership.
- new function ContainsMSP(msp string) is added to ChannelMembership

Note: originally this story was about clearing cache when appropriate. I moved that to FABG-704 since this story was used for a related fix instead.",,denniskuhnert,troyronda,,,,,,,,,,,,,,,,,,,,,,,,FABG-704,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzwtav:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,denniskuhnert,troyronda,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,"27/Jul/18 5:24 PM;denniskuhnert;This is really a big problem because the sdk tries to connect to other peers when getting the TxStatus, but does not have the certificate in the certpool.

Scenario:
- a larger network where multiple orgs are joined a channel
- a new org is added to the channel
- the org decides to join a peer to this channel
- the discovery service returns this new peer for the channel
- the sdk (running the whole time, e.g., in a microservice) does not load the new org certificate to the certpool
- but tries to connect to the new peer for the TxStatus

{code:java}
error registering for TxStatus event: could not create client conn: could not connect to peer0.org2.example.com:7351: dialing connection timed out [peer0.org2.example.com:7351]
{code}
;;;",,,,,,,,,,,
Remove deprecated fabrictxn functions,FABG-35,21230,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,sandrav,sandrav,03/Oct/17 2:15 AM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,05/Oct/17 6:43 AM,,,,,,,,0,,,"Remove deprecated API from fabrictxn: QueryChaincode, InvokeChaincode and RegisterCCEvent.

Use ChannelClient functions instead.",,sandrav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzyi1r:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,sandrav,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Split the Makefile,FABG-36,25700,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Invalid,,troyronda,troyronda,13/Dec/17 4:00 AM,04/Jul/20 12:11 AM,28/Oct/23 3:24 AM,04/Jul/20 12:11 AM,,,,,,,,0,,,"The Makefile has increased in complexity so we should split up the Makefile.

 ",,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzx43z:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement GetOrganizationUnits,FABG-37,15813,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,biljana.lukovic,biljana.lukovic,19/Apr/17 2:37 AM,21/Jul/18 4:15 AM,28/Oct/23 3:24 AM,19/Apr/17 8:35 AM,,,,,,,,0,,,,,biljana.lukovic,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzxqa7:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,biljana.lukovic,troyronda,,,,,,,,,,,,,,,,,,"19/Apr/17 8:35 AM;troyronda;https://gerrit.hyperledger.org/r/#/c/8161/;;;",,,,,,,,,,,
Channel Client: Examples,FABG-38,29636,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sandrav,sandrav,sandrav,24/Apr/18 9:40 PM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,26/Apr/18 5:20 AM,,,,,,,,0,,,Create examples for channel client.,,sandrav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzz75z:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,sandrav,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
WON'T DO: Update storage of enrolled user to better match MSP directory structure,FABG-39,26172,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,aleksandar.likic,troyronda,troyronda,20/Dec/17 4:57 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,27/Mar/18 12:01 AM,,,,,,,,0,,,"Produce a directory structure which is identical to the fabric-ca-client where the cert is placed in the ""signcerts"" directory and the cacerts directory is populated with the signing cert used by ca (which the sdk just registered to). See [~gbolo]comment below.",,aleksandar.likic,gbolo,troyronda,,,,,,,,,,,,,,,,,,,,FABG-474,,,,,,,,,,FABG-101,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzwzl3:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,aleksandar.likic,gbolo,troyronda,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,"20/Dec/17 5:09 AM;gbolo;current the sdk when enrolling a user creates the following msp directory structure:
{code:java}
.
 ├── cacerts
 ├── keystore
 │   ├── eb1821eea4ab76800ac351ccf04acc5c338d66ebd552dff1a9f296d1b1a67dfd_sk
 │   └── skadmin.json
 └── signcerts{code}
 

the skadmin.json contains the cert along with some other metadata:
{code:java}
{""MspID"":""Mybank1"",""Roles"":null,""PrivateKeySKI"":""6xgh7qSrdoAKw1HM8ErMXDONZuvVUt/xqfKW0bGmff0="",""EnrollmentCertificate"":""LS0tLS1CRUdJTiBDRVJUSUZJQ0FURS0tLS0tCk1JSUNDekNDQWJLZ0F3SUJBZ0lVQk1KdVF0emRtS2hmN1cxdGU5M0tabWtkK01Nd0NnWUlLb1pJemowRUF3SXcKZnpFTE1Ba0dBMVVFQmhNQ1ZWTXhFekFSQmdOVkJBZ1RDa05oYkdsbWIzSnVhV0V4RmpBVUJnTlZCQWNURFZOaApiaUJHY21GdVkybHpZMjh4SHpBZEJnTlZCQW9URmtsdWRHVnlibVYwSUZkcFpHZGxkSE1zSUVsdVl5NHhEREFLCkJnTlZCQXNUQTFkWFZ6RVVNQklHQTFVRUF4TUxaWGhoYlhCc1pTNWpiMjB3SGhjTk1UY3hNakU1TVRrMU5qQXcKV2hjTk1UZ3hNakU1TVRrMU5qQXdXakFTTVJBd0RnWURWUVFERXdkemEyRmtiV2x1TUZrd0V3WUhLb1pJemowQwpBUVlJS29aSXpqMERBUWNEUWdBRXhDQVY2c2xENCtpVnM2Y0NrVHhxdWtkWFlsNDVzMWlDZmZSYWxJaTlPamVBCjhsWU9ZQk10NVRmRVhTemZVSHlxaEt3UGYrNGMreHMyckt0eWRmSzlMNk41TUhjd0RnWURWUjBQQVFIL0JBUUQKQWdlQU1Bd0dBMVVkRXdFQi93UUNNQUF3SFFZRFZSME9CQllFRkdFU0hqeTljS2xhVEdzQzNERFZZa1hMck9sVApNQjhHQTFVZEl3UVlNQmFBRkJkblFqMnFub0kveE1VZG4xdkRtZEcxbkVnUU1CY0dBMVVkRVFRUU1BNkNER1JqCk1HVTNaV00yTlRka1lUQUtCZ2dxaGtqT1BRUURBZ05IQURCRUFpQTFIYUhLVTlraHhvcm91SlM1WWpmYjVKbDEKUCtUVzhrMWxtQVIzd1gwTGhBSWdLZXBVaW5MVWdJZVUxS0hpeDhhRFFjbXZFVVJEVGhoMHdSaWQ4VUVJWWh3PQotLS0tLUVORCBDRVJUSUZJQ0FURS0tLS0tCg==""}{code}
 

Ideally, the sdk would produce a directory structure which is identical to the fabric-ca-client which the peer should be able to use, where the cert is placed in the ""signcerts"" directory and the cacerts directory gets populated with the signing cert used by ca which the sdk just registered to:
{code:java}
.
|-- admincerts
| `-- cert.pem
|-- cacerts
| `-- ca-vme-sk-dev-7054.pem
|-- keystore
| `-- c765a0a060f5e021432cc18942e4bc6c4198876d68669dbd5d22aa0628658c6f_sk
|-- signcerts
| `-- cert.pem
`-- tlscacerts
  `-- ca_root.pem
{code}
 

https://hyperledger-fabric.readthedocs.io/en/release/msp.html?highlight=msp#msp-setup-on-the-peer-orderer-side;;;","27/Mar/18 12:04 AM;aleksandar.likic;MSP file structure, as generated by the cryptogen tool, is supported on the client side as read-only. Newly enrolled users' certs are stored in the UserStore which is pluggable. One can simply create an implementation of UserStore that keeps newly enrolled users' certs in any way they wish.;;;",,,,,,,,,,
Event client option WithBlockEvents() should be same for deliver and event hub,FABG-40,28900,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,bstasyszyn,bstasyszyn,bstasyszyn,27/Mar/18 5:06 AM,21/Jul/18 4:18 AM,28/Oct/23 3:24 AM,27/Mar/18 10:16 PM,,,,,,,,0,,,"Currently there is a WithBlockEvents option defined for both deliver and event hub clients. There should be a single WithBlockEvents that can be used for both event clients. Also, filtered block events should also be the default for event hub so that it's consistent with deliver.",,bstasyszyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzz3b3:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,bstasyszyn,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
"Refactor fabric-txn ""client"" package structure",FABG-41,26116,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,17/Dec/17 3:55 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,24/Feb/18 11:35 AM,,,,,,,,0,,,"Currently several packages have the suffix of ""client"".

Suggest removing this suffix (and grouping within a directory instead, if needed).",,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABG-550,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzwzq7:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pass the chaincode response status back to client,FABG-42,28777,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,pavan-sk,pavan-sk,pavan-sk,23/Mar/18 5:42 AM,21/Jul/18 4:15 AM,28/Oct/23 3:24 AM,26/Mar/18 10:57 PM,,,,,,,,0,,,"Extend endorsement status to include the chaincode response status from Payload.extension.Response.status.

The chaincode status should be a status Detail.",,pavan-sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzz2pb:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,pavan-sk,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Resouce Mgmt Client - Instantiate/Upgrade CC,FABG-43,24613,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sandrav,sandrav,sandrav,30/Nov/17 1:13 AM,21/Jul/18 4:15 AM,28/Oct/23 3:24 AM,02/Dec/17 5:28 AM,,,,,,,,0,,,Resource management client should be able to instantiate and upgrade CC.,,sandrav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzyovj:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,sandrav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Improve instantiated chaincodes test,FABG-44,27680,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sandrav,sandrav,sandrav,14/Feb/18 5:24 AM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,15/Feb/18 12:53 AM,,,,,,,,0,,,Check for installed cc in QueryInstantiatedChaincodes integration test,,sandrav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzyxcf:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,sandrav,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Use channel capabilities to determine which discovery service to use,FABG-45,30350,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,bstasyszyn,bstasyszyn,bstasyszyn,17/May/18 10:55 PM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,01/Jun/18 7:13 AM,,,,,,,,0,,,Channel capabilities should be used to determine whether to use the Dynamic Discovery service or the Static Discovery service.,,bstasyszyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzzayv:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,bstasyszyn,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
"Config Improvements (ChannelOrderers, ServerHostOverride)",FABG-46,23889,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,sandrav,sandrav,10/Nov/17 2:21 AM,21/Jul/18 4:16 AM,28/Oct/23 3:24 AM,21/Nov/17 9:29 PM,,,,,,,,0,,,"* Add ChannelOrderers() method to config
 * Add convenience methods to handle server host override (peer, orderer)
 * Modify target type in SendInstallChaincode from Peer to ProposalProcessor (consistency with other methods)",,sandrav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzymuv:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,sandrav,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Update crypto-config fixtures to latest structure and use TLS certs in tests,FABG-47,19553,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,divyank,troyronda,troyronda,28/Jul/17 11:15 PM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,29/Jul/17 4:01 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzy9zj:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Read Channel Configuration from Orderer,FABG-48,27342,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sandrav,sandrav,sandrav,02/Feb/18 4:48 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,13/Feb/18 6:14 AM,,,,,,,,0,,,"Remove channel Initialize() and IsInitialized()

Move channel configuration from orderer to chconfig

Modify channel.New() to accept channel configuration",,sandrav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzwztz:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,sandrav,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Rename user accessor methods to be in line with node.js,FABG-49,15820,,Story,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,biljana.lukovic,biljana.lukovic,biljana.lukovic,19/Apr/17 4:54 AM,21/Jul/18 4:17 AM,28/Oct/23 3:24 AM,20/Apr/17 2:35 AM,,,,,,,,0,,,"from: SetUserContext to: SaveUserToStateStore
from: GetUserContext to: LoadUserFromStateStore",,biljana.lukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzxqbr:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,biljana.lukovic,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
